ID,name,population,latitude,longitude
1766,Lubieszyn,334,54.1073200,18.2367900
1767,Lubieszewo,780,54.1891148,19.0385881
1768,Lubichowo,2052,53.8521900,18.3969900
1769,Lubiatowo,130,54.7976750,17.8615058
1770,Lotyń,139,53.7007900,17.7346400
1771,Łosiny,140,53.7415736,17.9286527
1772,Loryniec,172,54.0461733,17.8929159
1773,Łoboda,90,53.7233600,18.2100100
1774,Liwa,710,53.7312500,19.8280900
1775,Lisówko,110,53.6787017,18.6053423
1776,Lisiny,90,53.6658100,18.1459000
1777,Lisewo,390,54.7623800,18.1825900
1778,Lipusz,2069,54.1005877,17.7810502
1779,Lipowina,892,54.3475608,19.9817385
1780,Lipowa,190,53.7401372,18.1180273
1781,Lipki,219,53.8254276,18.0886565
1782,Lipinki Królewskie,32,53.8842072,18.4789440
1783,Lipinki Szlacheckie,500,53.9275731,18.6064686
1784,Lipinka,930,54.1226479,19.1230879
1785,Lipiec,160,53.9192599,19.4319401
1786,Lipianki,229,53.7700311,18.8563489
1787,Lipia Góra,280,53.7903500,18.6623400
1788,Lińsk,570,53.6883449,18.1393163
1789,Linowiec,363,54.0187900,18.4978000
1790,Linówek,130,53.7297364,18.2267134
1791,Liniewskie Góry,120,54.0833333,18.2166667
1792,Linia,1405,54.4514100,17.9281000
1793,Licze,522,53.7345100,19.0735500
1794,Lichnowy,973,54.1146061,18.9133593
1795,Lichnówki,400,54.1074468,18.8951505
1796,Łężyce,407,54.5300820,18.3742549
1797,Leźno,1354,54.3455531,18.4349451
1798,Lewino,290,54.4482746,18.0919429
1799,Lewinko,125,54.4568835,18.0662004
1800,Łętowo,343,54.7165900,17.9103300
1801,Leszkowy,273,54.2299412,18.9043538
1802,Leszczynki,220,54.2904413,17.9370058
1803,Leśno,478,54.4447103,18.2979584
1804,Leśno,669,53.9489870,17.7001180
1805,Leśniewo,1219,54.6940393,18.2396075
1806,Leśna Jania,410,53.7212600,18.6046600
1807,Lendy,69,54.0032558,17.6786923
1808,Lemany,129,54.3064160,17.7761183
1809,Łęgowo,2850,54.2225333,18.6468570
1810,Legbąd,470,53.7110812,17.9407273
1811,Lędziechowo,312,54.6475400,17.6847300
1812,Lędowo,233,54.2731400,18.7366300
1813,Łęcze,730,54.2683190,19.4749643
1814,Łebunia,666,54.4490885,17.8133879
1815,Lębork,33967,54.5391501,17.7472272
1816,Łebno,974,54.4614038,18.1395743
1817,Łebień,960,54.6442425,17.7177516
1818,Łebcz,1620,54.7669780,18.3355540
1819,Ławki,217,54.2051004,19.8896460
1820,Łaszka,310,54.3076985,19.2319098
1821,Lasowice Wielkie,300,54.0890350,19.0747588
1822,Lasowice Małe,50,54.1019860,19.1090015
1823,Laskowice,200,53.7863565,19.1075917
1824,Łapino,537,54.2857069,18.4359482
1825,Łapalice,787,54.3459503,18.1298692
1826,Lalkowy,310,53.7083707,18.6730005
1827,Kwitajny,253,54.0189600,19.8032900
1828,Kwietnik,200,54.1936700,19.5898300
1829,Kwietniewo,290,53.9746350,19.4533430
1830,Kwieki,85,53.8143400,17.8627000
1831,Kwidzyn,38867,53.7335842,18.9319222
1832,Kurowo,173,54.7377798,17.8288775
1833,Kurcze,103,53.7422107,18.0034669
1834,Kulice,860,53.8841406,18.6969123
1835,Kujaty,128,54.3012846,17.8851981
1836,Kuchnia,144,53.8925700,18.8646400
1837,Księżno,211,54.1867146,19.8440544
1838,Krzyżewo,80,54.3097184,19.6507377
1839,Krzyżanowo,356,54.0466854,19.2045839
1840,Krzyż,272,53.7966546,17.8713140
1841,Krzywiec,90,53.6580400,19.3328500
1842,Krzywe Koło,520,54.1809050,18.7780427
1843,Krzykosy,290,53.6823300,19.0100800
1844,Krzewsk,422,54.0553500,19.4255500
1845,Krynica Morska,1351,54.3800071,19.4433631
1846,Kronin,120,53.9936415,19.7662475
1847,Królów Las,160,53.8143400,18.7010000
1848,Królewo,382,54.0416600,19.1383600
1849,Krokowa,3500,54.7769430,18.1637532
1850,Krojanty,461,53.7266343,17.6319737
1851,Krępiec,93,54.3099627,18.6949092
1852,Krępa Kaszubska,505,54.6292100,17.6538700
1853,Kraszewo,162,54.0413512,19.1805005
1854,Krasna Łąka,250,53.8755227,19.2339249
1855,Krasin,200,54.0191571,19.6129539
1856,Krąg,480,54.0033065,18.4423582
1857,Krąg,100,53.7435664,18.0600844
1858,Koźmin,491,54.0077156,18.3044302
1859,Koźliny,801,54.1597506,18.8026691
1860,Kozin,60,54.3781788,17.6264728
1861,Kozielec,70,53.6844800,18.7573100
1862,Kowalewo,110,54.4361301,18.2566632
1863,Kowale,47,54.3584562,17.7916932
1864,Kowale,1972,54.3111900,18.5645300
1865,Kotkowo,50,53.8342453,19.9921500
1866,Koteże,443,53.9256554,18.4917513
1867,Koszwały,710,54.2932574,18.8093145
1868,Kosy,102,54.3181149,18.1566772
1869,Kostkowo,303,54.6696000,18.0352200
1870,Kosowo,370,54.3762171,18.2639836
1871,Kosobudy,793,53.8742900,17.7582000
1872,Koślinka,160,53.9623600,19.0749300
1873,Kościelna Jania,191,53.7525000,18.6044000
1874,Kościeleczki,463,54.0654552,19.0154248
1875,Kosakowo,750,54.5887906,18.4926928
1876,Korzeniewo,662,53.7503700,18.8654200
1877,Kopalino,154,54.7898282,17.8500950
1878,Koniecwałd,480,53.9575500,19.0223500
1879,Kończewice,650,54.0585346,18.8643820
1880,Konarzyny,443,53.9676235,18.0918107
1881,Komorowo Żuławskie,170,54.1073507,19.5110146
1882,Kołtyniany,50,53.9311758,19.4379181
1883,Kołoząb,70,53.8810749,19.1301610
1884,Kolonia,806,54.3991836,18.1119705
1885,Kołodzieje,60,54.2552882,17.7325059
1886,Kołodzieje,250,53.7108822,19.1871687
1887,Kolnik,503,54.1556841,18.7093109
1888,Kolincz,375,53.9626200,18.5987300
1889,Koleczkowo,1750,54.4864358,18.3425972
1890,Kokoszkowy,1430,53.9965952,18.5300046
1891,Kochanowo,361,54.6055500,18.1092900
1892,Kobysewo,340,54.3568853,18.2638391
1893,Kobyle,283,54.0137774,18.2688065
1894,Kobylasz,194,54.4374128,17.9646393
1895,Kmiecin,970,54.1891651,19.1497002
1896,Kłosowo,311,54.4190428,18.2827810
1897,Kłosówko,51,54.4238270,18.2754833
1898,Klonówka,430,53.9662163,18.6455932
1899,Kłodno,80,54.2072543,17.7435198
1900,Kłodnia,89,53.7921796,17.8576889
1901,Klocek,50,53.6923700,17.9411900
1902,Kleszczewo,628,54.1929800,18.5157000
1903,Kleszczewko,268,54.2032982,18.6432825
1904,Klępiny,64,54.1618303,18.6158922
1905,Klejnowo,119,54.3991952,19.7597255
1906,Kleczewo,160,53.7327138,19.1648880
1907,Klecie,79,54.0284016,19.1742037
1908,Kławki,126,54.0424988,19.2269879
1909,Klaskawa,148,53.7840442,18.0544909
1910,Kłanino,383,54.7639025,18.2444329
1911,Kistowo,199,54.2677800,17.7501700
1912,Kinice,154,53.8622306,17.7509293
1913,Kiezmark,370,54.2558987,18.9321156
1914,Kierzkowo,204,54.7636200,17.8710200
1915,Kierzkowo,91,54.1650000,18.3371300
1916,Kierwałd,180,53.8106100,18.6189500
1917,Kiersy,10,54.3309500,19.9619000
1918,Kiełpino,2693,54.2914279,18.2267429
1919,Kielno,1025,54.4526152,18.3382936
1920,Kieleńska Huta,236,54.4629319,18.2868144
1921,Kęsza,96,53.8188078,18.0935861
1922,Kępniewo,370,54.0194210,19.3559394
1923,Kępki,270,54.1908010,19.3061542
1924,Kępiny Wielkie,120,54.2385526,19.3065342
1925,Kępiny Małe,440,54.2320177,19.2758078
1926,Kępa Rybacka,140,54.2217300,19.3243900
1927,Kębłowo,1610,54.5965600,18.0970200
1928,Kczewo,405,54.3794554,18.3147046
1929,Kazimierz,350,54.6024496,18.4198784
1930,Kawle Górne,130,54.3985477,18.2888265
1931,Kawle Dolne,189,54.3982697,18.2639100
1932,Kawki,40,54.1122299,19.7134063
1933,Kąty Rybackie,712,54.3399675,19.2295294
1934,Kaszuba,97,53.9451427,17.6491708
1935,Kasparus,180,53.7414565,18.3609805
1936,Kraśniewo,266,54.0105417,18.9663482
1937,Karwiny,125,54.1424088,19.8281802
1938,Karwia,931,54.8298289,18.2106494
1939,Karszanek,200,53.7542100,18.4747100
1940,Karsin,2200,53.9045872,17.9258966
1941,Karolewo,224,53.9526638,18.4010844
1942,Karlikowo,290,54.7373085,18.1497494
1943,Kaplica,275,54.2151515,18.1762844
1944,Kaniczki,290,53.6811300,18.7916400
1945,Kamionka,89,54.0576096,19.0463720
1946,Kamionka,132,53.8303031,18.0084311
1947,Kamionka,195,53.7631307,18.9811944
1948,Kamionka,400,53.6915600,18.6367600
1949,Kamionek Wielki,383,54.2564100,19.4026107
1950,Kamiennik Wielki,570,54.1867146,19.5452469
1951,Kamieniec,430,53.7704734,19.3769596
1952,Kamienicki Młyn,130,54.4060002,17.8933954
1953,Kamienica Królewska,881,54.3922872,17.8892837
1954,Kamela,272,54.2297448,18.2331755
1955,Kalwa,232,53.9507880,19.1477897
1956,Kałdowo,72,54.0433879,19.0199459
1957,Kajkowo,1017,53.6786116,19.9752320
1958,Kaczynos,387,54.0680231,19.1656582
1959,Kaczkowo,332,54.6041100,17.8821000
1960,Kaczki,254,54.1695000,18.5596000
1961,Kącik,60,54.1679868,18.9557149
1962,Juszki,102,54.0518455,17.9698719
1963,Jurkowice,390,53.9612800,19.1341900
1964,Jurandowo,50,54.0833111,19.4394601
1965,Junoszyno,310,54.3297882,19.0709680
1966,Junkrowy,135,54.0731200,18.3608200
1967,Jordanki,105,53.9852700,19.1818300
1968,Jodłowno,262,54.2468040,18.3830005
1969,Jezioro,160,54.0746284,19.3862407
1970,Jeziernik,306,54.2112488,18.9871275
1971,Jezierce,173,53.9934228,18.3502036
1972,Jeżewnica,110,53.6800672,18.5293093
1973,Jerzwałd,370,53.7818500,19.5270400
1974,Jelonki,693,54.0315995,19.5597258
1975,Jeleńska Huta,300,54.4522375,18.2280899
1976,Jeleń,626,53.7848693,18.7789400
1977,Jeldzino,250,54.7710906,18.1423652
1978,Jegłownik,1000,54.1221300,19.2953800
1979,Jędrychowo,140,54.2839310,19.6897990
1980,Jaźwiska,466,53.7761900,18.8304000
1981,Jazowa,660,54.1742720,19.2444757
1982,Jastrzębia Góra,1068,54.8304419,18.3044272
1983,Jaśkowo,110,53.8086300,19.7341900
1984,Jasiowa Huta,69,54.1666667,18.2000000
1985,Jasionno,250,54.0929264,19.3455930
1986,Jasień,402,54.2850452,17.6307602
1987,Jarzębina,130,53.8705600,18.8854600
1988,Jaroszewy,445,54.0295200,18.3588800
1989,Januszewo,300,53.7076178,19.4666929
1990,Jantar,940,54.3352789,19.0322591
1991,Janowo,410,53.8188500,18.8530500
1992,Janówka,93,54.0654482,19.1332969
1993,Janowiczki,212,54.5895600,17.6376900
1994,Janowice,444,54.6036240,17.6415224
1995,Jankówko,36,54.1347000,19.8840900
1996,Janiszewo,266,53.8898700,18.7243500
1997,Janiszewko,112,53.9032565,18.7086727
1998,Jamno,278,54.2133700,17.6326300
1999,Jałowiec,180,53.8247340,18.9420598
2000,Jakubowo,130,53.8077309,19.2725125
2001,Jagodnik,140,54.2102544,19.4852563
2002,Jagatowo,285,54.2199865,18.5485398
2003,Jackowo,283,54.7657300,17.8312000
2004,Jabłowo,803,53.9259696,18.5748119
2005,Jabłówko,324,53.9077700,18.5636800
2006,Izbiska,135,54.3037522,19.0136001
2007,Iwiczno,323,53.8869216,18.2402039
2008,Iłownica,300,54.0784681,18.2806026
2009,Huta Górna,61,54.2241980,18.3310195
2010,Hopy,361,54.3974243,18.2255059
2011,Gutowiec,371,53.7710832,17.8562126
2012,Gurcz,380,53.8193657,18.9046363
2013,Grzybowo,173,54.0756066,17.8996145
2014,Grzybno,1189,54.3526486,18.2167122
2015,Gryżyna,30,54.0379619,19.6984656
2016,Groszkowo,150,54.2908449,19.1962839
2017,Gronowo,119,54.4281668,19.8912300
2018,Gronowo Górne,1600,54.1375716,19.4599547
2019,Gronówko,196,54.3665300,19.9751600
2020,Gronajny,210,53.9836800,19.0527000
2021,Gromadzin,112,54.1887900,18.3368500
2022,Grodziec,300,53.6596965,19.1932560
2023,Grobelno,288,54.0324559,19.0118944
2024,Gręblin,520,53.9618362,18.7664567
2025,Granowo,184,53.6600659,17.6481861
2026,Graniczna Wieś,252,54.1606600,18.4529700
2027,Grądki,290,54.0423345,19.8467620
2028,Grabowiec,179,54.5033762,18.2473408
2029,Grabowiec,170,53.9065600,18.6001100
2030,Grabiny-Zameczek,1106,54.2383200,18.7522738
2031,Gozdawa,560,54.2252462,19.1901165
2032,Gowidlino,1350,54.3247727,17.7913451
2033,Gotelp,169,53.8502385,18.0172699
2034,Goszyn,183,54.0640477,18.6601331
2035,Goszczyno,530,54.7853405,18.1508669
2036,Gostomko,117,54.1626345,17.8235135
2037,Gostomie,191,54.1814400,17.8720100
2038,Gościszewo,580,53.9821647,19.0010843
2039,Gościcino,5278,54.6034684,18.1547108
2040,Gorzędziej,498,54.0306739,18.8163708
2041,Górowychy,180,53.7934431,19.2145373
2042,Goręczyno,1300,54.2653763,18.1626374
2043,Gonty,230,53.7844675,19.1778814
2044,Gołębiewko,341,54.1211000,18.5418300
2045,Gogolewo,389,53.8312500,18.7728900
2046,Godziszewo,518,54.0975800,18.5563400
2047,Godkowo,391,54.0809441,19.9032245
2048,Godętowo,216,54.5741600,17.8690100
2049,Gockowice,113,53.6618654,17.7287384
2050,Gnojewo,240,54.0539897,18.9085096
2051,Gnieżdżewo,1113,54.7439951,18.3796033
2052,Gniewskie Pole,269,53.7820684,18.8686470
2053,Gniewowo,372,54.5747268,18.3060963
2054,Gniewino,1710,54.7154300,18.0063800
2055,Gniewinko,70,54.7157407,17.9795422
2056,Gniew,6868,53.8342221,18.8251596
2057,Gniazdowo,262,54.1941400,18.9294000
2058,Głusino,198,54.4110387,18.0952272
2059,Głuche,120,53.7686300,18.4858700
2060,Główczewice,252,53.9773480,17.7253648
2061,Głodowo,596,54.0721879,18.3161359
2062,Glincz,690,54.3194599,18.3437607
2063,Gładysze,314,54.1568442,19.9203025
2064,Gilwa Mała,40,53.7263260,19.1271955
2065,Gilwa,190,53.7123923,19.1466350
2066,Giemlice,253,54.2059400,18.8436600
2067,Giełdon,8,53.8109500,17.7235200
2068,Gętomie,146,53.8639900,18.6876200
2069,Gdakowo,270,53.8207060,19.1589886
2070,Gąsiorki,120,53.8102600,18.6495900
2071,Garczyn,914,54.0416200,18.2408200
2072,Garczegorze,364,54.5943524,17.7240010
2073,Gajdy,127,53.8543800,19.5330501
2074,Frombork,2475,54.3583633,19.6823701
2075,Frąca,350,53.7108700,18.6386100
2076,Foshuta,133,54.0166667,18.1166667
2077,Folwark,190,53.8615400,19.4601800
2078,Fiszewo,270,54.0695945,19.2418614
2079,Ełganowo,589,54.1532769,18.4923255
2080,Elbląg,126460,54.1558708,19.4044583
2081,Dzierzgonka,70,54.0342740,19.4359615
2082,Dzierzgoń,5593,53.9239051,19.3479491
2083,Dziemiany,1762,54.0060686,17.7691413
2084,Dzięcielec,303,54.4983726,17.9081053
2085,Dywan,14,54.0371009,17.6789835
2086,Dworek,153,54.2507362,18.9809751
2087,Dubiel,203,53.7954770,19.0162489
2088,Drzewina,120,54.1450086,18.3859203
2089,Drużno,90,54.0615092,19.5521886
2090,Drewnica,840,54.2866741,18.9593739
2091,Donimierz,707,54.4784547,18.1916445
2092,Domatowo,700,54.7109464,18.2228010
2093,Domatówko,407,54.6870909,18.2115791
2094,Domachowo,474,54.2096700,18.4621400
2095,Dobrogoszcz,168,54.1477856,18.0453293
2096,Dobrocin,950,53.9088000,19.8359501
2097,Dłużyna,210,54.0638398,19.5229257
2098,Długi Kierz,301,54.2977980,17.9734181
2099,Długie Pole,584,54.2266300,18.8683700
2100,Długie,80,53.7742570,18.3481252
2101,Demlin,514,54.0871637,18.5152440
2102,Dębogórze,962,54.5913371,18.4583673
2103,Dębogóry,140,54.0710649,18.0709625
2104,Dębiny,81,54.2387054,19.8965703
2105,Dębina,220,54.1173291,19.0418928
2106,Dębki,166,54.8287805,18.0887120
2107,Darzlubie,788,54.7037912,18.3281199
2108,Damaszka,240,54.0810325,18.5808860
2109,Dalwin,220,54.1130300,18.6414400
2110,Dąbrówka Pruska,90,53.8579353,19.1293262
2111,Dąbrówka Malborska,380,53.9880372,19.0914847
2112,Dąbrówka,341,54.5484100,18.1801800
2113,Dąbrówka,586,53.9092700,18.5271600
2114,Dąbrowa,243,54.1155200,18.8681600
2115,Dąbrowa,665,53.9039900,18.2496200
2116,Czyczkowy,648,53.8716184,17.6762863
2117,Częstkowo,555,54.5018050,18.1465952
2118,Czerwona Woda,100,53.6743072,19.3558551
2119,Czerwińsk,80,53.7468816,18.7080086
2120,Czersk,10008,53.7961960,17.9756228
2121,Czernin,1600,53.9039900,19.0654900
2122,Czerniewo,165,54.1710200,18.4845800
2123,Czeczewo,389,54.4140383,18.3164972
2124,Czechowo,60,54.1355578,19.4921761
2125,Czatkowy,323,54.1321700,18.8167900
2126,Czarnowo,217,53.8926139,17.6879933
2127,Czarnocin,265,54.0341900,18.4190500
2128,Czarniż,204,53.8376671,17.7647637
2129,Czarna Woda,3223,53.8441983,18.0984293
2130,Czarna Huta,61,54.2000000,18.2666667
2131,Czaple,190,54.3643238,18.4332765
2132,Czapiewice,164,53.9085800,17.6739100
2133,Cisy,324,54.0394636,18.9799465
2134,Cieplewo,710,54.2320112,18.6486486
2135,Ciepłe,339,53.8531800,18.8413400
2136,Ciekocino,95,54.7549933,17.7876594
2137,Cieciorka,518,53.9303798,18.2096201
2138,Ciecholewy,221,54.0281900,18.5752600
2139,Chynowie,516,54.6379700,18.0106300
2140,Chwaszczyno,2678,54.4435509,18.4189445
2141,Chwarzno,184,53.9721773,18.1851908
2142,Chwarzenko,263,54.0061354,18.1289748
2143,Chrztowo,80,54.0579150,18.1718900
2144,Chruściel,365,54.2603860,19.8119791
2145,Chrósty Wysińskie,198,54.1218267,18.2984273
2146,Chośnica,118,54.2681666,17.6716872
2147,Chorążówka,71,54.2873100,19.0700300
2148,Chojty,80,53.9649700,19.2610100
2149,Choczewo,1310,54.7409998,17.8923067
2150,Chłopowy,45,53.8424069,17.8167252
2151,Chlebówka,160,54.1342700,19.0570300
2152,Chłapowo,1069,54.8047890,18.3725591
2153,Cewice,1687,54.4358217,17.7335632
2154,Celbowo,491,54.6871271,18.3764234
2155,Cedry Wielkie,1007,54.2441816,18.8457262
2156,Cedry Małe,927,54.2732674,18.8679543
2157,Bytonia,756,53.9213044,18.2821987
2158,Bystrze,220,54.0405119,18.8570580
2159,Byłyczek,50,53.7391418,18.1942505
2160,Bychowo,240,54.7410277,17.9769768
2161,Bukowo,190,53.9702712,19.2065287
2162,Bukowina,541,54.4240366,17.8407697
2163,Bukowa Góra,109,54.2444137,17.8090191
2164,Budzisz,100,53.9821751,19.2782441
2165,Budy,27,53.8774442,18.4501466
2166,Buczyniec,90,53.9695700,19.5842000
2167,Bucznik,80,53.8386300,19.4487000
2168,Brzyno,350,54.7711800,18.0099800
2169,Brzuśce,420,54.0076068,18.7253576
2170,Brzózki,160,54.1722481,19.0190057
2171,Brzeźno Wielkie,233,53.9894474,18.6458406
2172,Brzeźno Lęborskie,776,54.6231200,17.8347200
2173,Brzeziny,72,54.0293819,19.6332712
2174,Brzezina,40,54.2738535,19.6209692
2175,Brzeszczyny,270,54.3222014,19.8898830
2176,Brusy,5209,53.8861557,17.7190437
2177,Brusiny,110,53.7087991,19.4202211
2178,Brudzewo,212,54.6847483,18.3556122
2179,Bronowo,415,54.2919000,19.0259600
2180,Bronowo,270,53.7380254,19.3175279
2181,Bronisławowo,400,53.6580000,18.8271800
2182,Brodnica Dolna,359,54.2623700,18.0988200
2183,Broda,81,53.8756600,17.8198200
2184,Brachlewo,366,53.8043790,18.9663935
2185,Bożepole Wielkie,2089,54.5745400,17.9686100
2186,Bożepole Małe,410,54.5645900,17.9876200
2187,Borzynowo,190,54.1325247,19.6351103
2188,Borzymowo,20,53.9851800,19.9230600
2189,Borzechowo,972,53.8888526,18.3503633
2190,Borsk,146,53.9498005,17.9260592
2191,Borowy Las,144,54.2990350,17.7321239
2192,Borowina,290,54.1596400,18.2990200
2193,Boroszewo,409,54.0655700,18.5880100
2194,Bornice,160,53.7984100,19.3672701
2195,Borkowo,926,54.3338528,18.3312853
2196,Borkowo,507,54.2992796,18.5941261
2197,Borkowo,392,53.8377900,18.6348500
2198,Boręty,182,54.1391700,18.8567500
2199,Borek,140,54.2879915,17.7749619
2200,Bolszewo,7064,54.6168500,18.1765400
2201,Bolesławowo,512,54.0744500,18.4881900
2202,Bogdany,270,54.3376292,19.7308363
2203,Bogatka,146,54.3204099,18.7730638
2204,Bogaczewo,170,54.0983525,19.5733591
2205,Bochowo,132,54.3628304,17.7224955
2206,Bobrowiec,210,53.7617700,18.6645700
2207,Bobowo,1271,53.8824900,18.5567700
2208,Blunaki,120,53.8854715,19.2845829
2209,Błotnica,80,54.1079170,19.2504801
2210,Błotnia,187,54.1749065,18.4001091
2211,Błądzikowo,188,54.6974937,18.4311251
2212,Bietowo,334,53.8669036,18.3845146
2213,Bieszkowice,312,54.5138960,18.2934382
2214,Bielawy,53,53.8294331,17.8577251
2215,Bielawki,360,53.9125092,18.6516788
2216,Biedkowo,194,54.3224886,19.7452102
2217,Biebrowo,111,54.7777218,17.8094019
2218,Białogóra,359,54.8161347,17.9609335
2219,Białogarda,223,54.6525200,17.6523700
2220,Białki,420,53.6833333,18.9000000
2221,Biała Góra,250,53.9139985,18.8922525
2222,Białachowo,237,53.9196369,18.3516927
2223,Benowo,290,53.8941802,18.9279115
2224,Będominek,60,54.1333333,18.1000000
2225,Będargowo,678,54.4266442,18.1264103
2226,Barwik,420,54.4006224,18.1945181
2227,Bartoszylas,154,53.9915995,18.0997609
2228,Bartel Wielki,130,53.9136000,18.1462400
2229,Barłożno,800,53.7855900,18.6106700
2230,Barłomino,575,54.5367800,18.0962900
2231,Barlewice,490,53.9220990,19.0668356
2232,Stary Barkoczyn,181,54.0811548,18.1261281
2233,Bargędzino,93,54.7315089,17.7220392
2234,Bardyny,133,54.1781318,19.9394205
2235,Barcice,330,53.8728890,18.9407027
2236,Barchnowy,130,53.9398244,18.5928185
2237,Baranówka,170,54.3157740,19.7179238
2238,Banino,6100,54.3920505,18.4086592
2239,Balewo,90,54.0570468,19.4011185
2240,Balewo,170,53.8682000,19.2561600
2241,Baldram,400,53.7605963,18.9438595
2242,Bałdowo,486,54.0589000,18.7998840
2243,Bąkowo,260,54.2931900,18.5275400
2244,Bągart,419,53.9658918,19.3577451
2245,Bądy,110,54.1254040,19.7157198
2246,Bądki,180,53.6917700,18.9704300
2247,Bączek,492,54.0283200,18.4627800
2248,Bącz,268,54.3808200,17.9932900
2249,Bącka Huta,261,54.3689390,17.9750696
2250,Awajki,80,53.9493514,19.6690470
2251,Antoniewo,63,53.8928066,17.6207400
2252,Ankamaty,80,53.9333333,19.2833333
2253,Anglity,60,54.0909007,19.7436956
2254,Żychlin,124,54.4599855,17.5195219
2255,Żochowo,167,54.4569567,17.3994378
2256,Zielona Huta,284,53.8408600,17.4061200
2257,Zielona Chocina,86,53.8962200,17.4039800
2258,Żarnowska,303,54.7233253,17.5312658
2259,Zagony,103,54.1159900,17.2682800
2260,Wykosowo,240,54.6128833,17.4385829
